date,tryout,city,xy_name
20190414,1,yueyang,yueyang2km.txt
20190414,1,yueyang_yueyanglouqu,yueyang2km_yueyanglouqu.txt
20190414,1,yueyang_yueyangxian,yueyang2km_yueyangxian.txt
20190415,1,yueyang_yueyanglouqu,yueyang2km_yueyanglouqu_with_zero.txt
20190415,1,yueyang_yueyanglouqu,yueyang2km_yueyanglouqu_with_zero.txt
20190415,1,yueyang_yunxiqu,yueyang2km_yunxiqu_with_zero.txt
20190415,1,yueyang_junshanqu,yueyang2km_junshanqu_with_zero.txt
20190415,1,yueyang_huarongxian,yueyang2km_huarongxian_with_zero.txt
20190415,1,shaoyang_downtown,shaoyang2km_shuangqing_daxiang_beita_with_zero.txt
20190415,1,shaoyang_xinshaoxian,shaoyang2km_xinshaoxian_with_zero.txt
20190416,1,shaoyang_shaodongxian,shaoyang2km_shaodongxian_with_zero.txt
20190416,1,shaoyang_downtown,shaoyang2km_shuangqing_daxiang_beita_with_zero.txt
20190416,1,shaoyang_xinshaoxian,shaoyang2km_xinshaoxian_with_zero.txt
20190417,1,shaoyang_downtown,shaoyang2km_shuangqing_daxiang_beita_with_zero.txt
20190417,1,shaoyang_downtown,shaoyang2km_shuangqing_daxiang_beita_with_zero.txt
20190417,1,shaoyang_xinshaoxian,shaoyang2km_xinshaoxian_with_zero.txt
20190417,1,shaoyang_shaodongxian,shaoyang2km_shaodongxian_with_zero.txt
20190417,1,shaoyang_xinshaoxian,shaoyang2km_xinshaoxian_with_zero.txt
20190417,1,shaoyang_wugangshi,shaoyang2km_wugangshi_with_zero.txt
20190418,1,shaoyang_chengbuxian,shaoyang2km_chengbuxian_with_zero.txt
20190418,1,shaoyang_downtown,shaoyang2km_shuangqing_daxiang_beita_with_zero.txt
